Date,District,Block,Panchayat,Mouza,Type,Source,Hamlet,Lab,Code,Arsenic,TDS,Salinity,Fluoride,Iron,TC,FC,PH,Hardness 
3/4/2010,Murshidabad ,BHARATPUR-II,MALIHATI,Kandra,PUBLIC,TW,Ghoshpara,Dr. Ambedkar Jana Seva Mission,139,,,,,1.88,0,0,6.96,248 
3/4/2010,Murshidabad ,BURWAN,BURWALL,Fatepur,PUBLIC,TW,Ghoshpara,Dr. Ambedkar Jana Seva Mission,O1O,,,,,2.37,0,0,6.98,156 
3/4/2010,Murshidabad ,BURWAN,BURWALL,Fatepur,PUBLIC,TW,Mazhpara,Dr. Ambedkar Jana Seva Mission,O18,,,,,0.45,0,0,7.04,164 
3/4/2010,Murshidabad ,BURWAN,BURWALL,Fatepur,PUBLIC,TW,Mazhpara,Dr. Ambedkar Jana Seva Mission,O17,,,,,1.69,0,0,7.01,184 
3/4/2010,Murshidabad ,BURWAN,BURWALL,Bolpara,PUBLIC,TW,Bolpara,Dr. Ambedkar Jana Seva Mission,O16,,,,,1.06,0,0,6.61,136 
3/4/2010,Murshidabad ,BURWAN,BURWALL,Bolpara,PUBLIC,TW,Namupara,Dr. Ambedkar Jana Seva Mission,O15,,,,,4.06,0,0,6.49,168 
3/4/2010,Murshidabad ,BURWAN,BURWALL,Bolpara,PUBLIC,TW,Bolpara,Dr. Ambedkar Jana Seva Mission,O14,,,,,1.02,0,0,6.45,112 
3/4/2010,Murshidabad ,BURWAN,BURWALL,Fatepur,PUBLIC,TW,Paschimpara,Dr. Ambedkar Jana Seva Mission,O13,,,,,3.34,2,0,6.6,108 
3/4/2010,Murshidabad ,BURWAN,BURWALL,Fatepur,PUBLIC,TW,Bagdipara,Dr. Ambedkar Jana Seva Mission,O12,,,,,1.44,2,0,6.63,128 
3/4/2010,Murshidabad ,BURWAN,BURWALL,Fatepur,PUBLIC,TW,Banerjeepara,Dr. Ambedkar Jana Seva Mission,O11,,,,,1.63,0,0,7.11,104 
3/4/2010,Murshidabad ,BURWAN,BURWALL,Fatepur,PUBLIC,TW,Roadside,Dr. Ambedkar Jana Seva Mission,O19,,,,,0.66,2,0,7.14,216 
1/4/2010,Murshidabad ,BHARATPUR-I,AMLAI,Lohadah ,PUBLIC,TW,Purbapara,Dr. Ambedkar Jana Seva Mission,83,,,,,0.46,0,0,6.95,292 
1/4/2010,Murshidabad ,BHARATPUR-I,AMLAI,Lohadah ,PUBLIC,TW,Ghoshpara,Dr. Ambedkar Jana Seva Mission,84,,,,,0.58,0,0,7.05,528 
1/4/2010,Murshidabad ,BHARATPUR-I,AMLAI,Lohadah ,PUBLIC,TW,Bandhpara,Dr. Ambedkar Jana Seva Mission,85,,,,,0.37,0,0,7.28,256 
1/4/2010,Murshidabad ,BHARATPUR-I,AMLAI,Lohadah ,PUBLIC,TW,Purbapara,Dr. Ambedkar Jana Seva Mission,81,,,,,1.34,2,0,7.13,280 
1/4/2010,Murshidabad ,BHARATPUR-I,AMLAI,Lohadah ,PUBLIC,TW,Bandhpara,Dr. Ambedkar Jana Seva Mission,88,,,,,2.78,0,0,7.2,240 
1/4/2010,Murshidabad ,BHARATPUR-I,AMLAI,Lohadah ,PUBLIC,TW,Bandhpara,Dr. Ambedkar Jana Seva Mission,89,,,,,3.25,0,0,7.27,228 
1/4/2010,Murshidabad ,BHARATPUR-I,AMLAI,Lohadah ,PUBLIC,TW,Purbapara,Dr. Ambedkar Jana Seva Mission,82,,,,,0.38,0,0,7.24,308 
1/4/2010,Murshidabad ,BHARATPUR-I,AMLAI,Lohadah ,PUBLIC,TW,Geharpara,Dr. Ambedkar Jana Seva Mission,87,,,,,2.49,0,0,7.23,232 
1/4/2010,Murshidabad ,BHARATPUR-I,AMLAI,Lohadah ,PUBLIC,TW,Bandhpara,Dr. Ambedkar Jana Seva Mission,86,,,,,1.67,0,0,7.1,220 
1/4/2010,Murshidabad ,BHARATPUR-I,AMLAI,Lohadah ,PUBLIC,TW,Bandhpara,Dr. Ambedkar Jana Seva Mission,9O,,,,,1.94,21,11,7.28,208 
30/3/2010,Murshidabad ,SAGARDIGHI,BANNYESWAR,Jaglai,PUBLIC,TW,Gaglai,PHED,Sadalrabidas93,,,,,,4,0,7.45,310 
30/3/2010,Murshidabad ,SAGARDIGHI,BANNYESWAR,Jaglai,PUBLIC,TW,Gaglai,PHED,Nhfenumal92,,,,,,7,0,7.11,260 
30/3/2010,Murshidabad ,SAGARDIGHI,BANNYESWAR,BelaiPada,PUBLIC,TW,Belaipara,PHED,96,,,,,,4,0,7.29,230 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Akbarpara,Dr. Ambedkar Jana Seva Mission,41,0.012,,,,2.15,2,0,6.98,270 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Sahapara,Dr. Ambedkar Jana Seva Mission,37,0.028,,,,1.5,2,0,7.02,340 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Librery,Dr. Ambedkar Jana Seva Mission,35,0.006,,,,1.26,7,0,7.1,290 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Kamarpara,Dr. Ambedkar Jana Seva Mission,34,0.0012,,,,5,9,0,7.18,310 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Kamarpara,Dr. Ambedkar Jana Seva Mission,31,0.012,,,,1.8,2,0,7.15,380 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Kamarpara,Dr. Ambedkar Jana Seva Mission,32,0.016,,,,1,0,0,7.11,320 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Kamarpara,PHED,30,0.0026,,,,1.5,2,0,7.22,400 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Kamarpara,Dr. Ambedkar Jana Seva Mission,30,0.0026,,,,1.5,2,0,7.22,400 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Kamarpara,PHED,34,0.0012,,,,5,9,0,7.18,310 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Telipara,PHED,38,0.005,,,,1.71,0,0,6.91,300 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Khojarpara,PHED,44,0.015,,,,1.11,2,0,6.95,340 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Akbarpara,PHED,43,0.028,,,,1.56,0,0,6.99,270 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Telipara,PHED,36,0.015,,,,2.16,4,0,6.95,300 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Chamarpara,PHED,40,0.0014,,,,0.41,4,0,7.25,240 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Sahapara,PHED,39,0.011,,,,1.14,0,0,7.08,350 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Akbarpara,PHED,42,0.021,,,,2.27,4,0,7.01,300 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Akbarpara,PHED,41,0.012,,,,2.15,2,0,6.98,270 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Kamarpara,PHED,31,0.012,,,,1.8,2,0,7.15,380 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Kamarpara,PHED,32,0.016,,,,1,0,0,7.11,320 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Akbarpara,Dr. Ambedkar Jana Seva Mission,42,0.021,,,,2.27,4,0,7.01,300 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Librery,PHED,35,0.006,,,,1.26,7,0,7.1,290 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Sahapara,PHED,37,0.028,,,,1.5,2,0,7.02,340 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Telipara,Dr. Ambedkar Jana Seva Mission,38,0.005,,,,1.71,0,0,6.91,300 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Khojarpara,Dr. Ambedkar Jana Seva Mission,44,0.015,,,,1.11,2,0,6.95,340 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Akbarpara,Dr. Ambedkar Jana Seva Mission,43,0.028,,,,1.56,0,0,6.99,270 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Telipara,Dr. Ambedkar Jana Seva Mission,36,0.015,,,,2.16,4,0,6.95,300 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Chamarpara,Dr. Ambedkar Jana Seva Mission,40,0.0014,,,,0.41,4,0,7.25,240 
22/3/2010,Murshidabad ,RAGHUNATHGANJ-I,MIRJAPUR,Mirjapur ,PUBLIC,TW,Sahapara,Dr. Ambedkar Jana Seva Mission,39,0.011,,,,1.14,0,0,7.08,350 
17/3/2010,Murshidabad ,LALGOLA,NASHIPUR,Gagarpara ,PUBLIC,TW,Oldjagarpara,West Bengal Voluntary Health Association (WBVHA),Rajjak,0.0261,,,,2.47,0,0,7.14,315 
29/10/2010,Paschim Midnapore ,SABANG,BALPAI,Tilantapara ,PUBLIC,TW,Tilantapara,Sabong Pallimangal Guchha Samity,TilantaparaSarbodayKendraPri.,,276,0.3,,0,0,0,,235 
29/10/2010,Paschim Midnapore ,SABANG,BALPAI,Tilantapara ,PUBLIC,TW,Tilantapara,Sabong Pallimangal Guchha Samity,KarticManna,,286,0.3,,0.35,0,0,,240 
29/10/2010,Paschim Midnapore ,SABANG,BALPAI,Shaliada ,PUBLIC,TW,Saliara,Sabong Pallimangal Guchha Samity,MantuChandraMaiti,,263,0.3,,0.1,0,0,,225 
29/10/2010,Paschim Midnapore ,SABANG,BALPAI,Shaliada ,PUBLIC,TW,Saliara,Sabong Pallimangal Guchha Samity,MadanMat,,298,0.3,,0.39,0,0,,240 
29/10/2010,Paschim Midnapore ,SABANG,BALPAI,Shaliada ,PUBLIC,TW,Saliara,Sabong Pallimangal Guchha Samity,GourhariDhal,,349,0.3,,0.19,0,0,,265 
29/10/2010,Paschim Midnapore ,SABANG,BALPAI,Bauncha ,PUBLIC,TW,Beuncha,Sabong Pallimangal Guchha Samity,MadanSamanta,,280,0.3,,0.12,0,0,,180 
29/10/2010,Paschim Midnapore ,SABANG,BALPAI,Peruya,PUBLIC,TW,Perua,Sabong Pallimangal Guchha Samity,GnurangaMaiti,,272,0.3,,0.41,0,0,,325 
29/10/2010,Paschim Midnapore ,SABANG,BALPAI,Tilantapara ,PUBLIC,TW,Tilantapara,Sabong Pallimangal Guchha Samity,TilantaparaPrimarySchool,,283,0.3,,1.29,0,0,,260 
29/10/2010,Paschim Midnapore ,SABANG,BALPAI,Bauncha ,PUBLIC,TW,Beuncha,Sabong Pallimangal Guchha Samity,BeunchaPrimarySchool,,301,0.3,,1.46,34,17,,255 
29/10/2010,Paschim Midnapore ,SABANG,BALPAI,Peruya,PUBLIC,TW,Perua,Sabong Pallimangal Guchha Samity,SukumarMaity,,342,0.3,,0.73,0,0,,230 
28/10/2010,Paschim Midnapore ,SABANG,DEBHOG,Shrirampur ,PUBLIC,TW,Sirampur,Sabong Pallimangal Guchha Samity,ChandanBera,,241,0.2,,1.13,0,0,,265 
28/10/2010,Paschim Midnapore ,SABANG,DEBHOG,Shrirampur ,PUBLIC,TW,Sirampur,Sabong Pallimangal Guchha Samity,ShyamalNayak,,209,0.2,,0.23,0,0,,215 
28/10/2010,Paschim Midnapore ,SABANG,DEBHOG,Shrirampur ,PUBLIC,TW,Sirampur,Sabong Pallimangal Guchha Samity,BhimPatra,,297,0.3,,0,0,0,,170 
28/10/2010,Paschim Midnapore ,SABANG,DEBHOG,Shrirampur ,PUBLIC,TW,Sirampur,Sabong Pallimangal Guchha Samity,GopalJana,,238,0.2,,0.27,0,0,,180 
28/10/2010,Paschim Midnapore ,SABANG,DEBHOG,Shrirampur ,PUBLIC,TW,Sirampur,Sabong Pallimangal Guchha Samity,UmapadaChakraborty,,332,0.3,,0.24,0,0,,218 
28/10/2010,Paschim Midnapore ,SABANG,DEBHOG,Shrirampur ,PUBLIC,TW,Sirampur,Sabong Pallimangal Guchha Samity,AmiyaBera,,248,0.2,,0.42,0,0,,220 
28/10/2010,Paschim Midnapore ,SABANG,DEBHOG,Shrirampur ,PUBLIC,TW,Sirampur,Sabong Pallimangal Guchha Samity,GourhariParai,,238,0.2,,1.47,1601,23,,250 
28/10/2010,Paschim Midnapore ,SABANG,DEBHOG,Shrirampur ,PUBLIC,TW,Sirampur,Sabong Pallimangal Guchha Samity,SirampurPrathamicSchool,,257,0.3,,0.25,21,17,,170 
28/10/2010,Paschim Midnapore ,SABANG,DEBHOG,Shrirampur ,PUBLIC,TW,Sirampur,Sabong Pallimangal Guchha Samity,BhanuGhosh,,282,0.3,,0.1,0,0,,205 
28/10/2010,Paschim Midnapore ,SABANG,DEBHOG,Shrirampur ,PUBLIC,TW,Sirampur,Sabong Pallimangal Guchha Samity,KanaiAdak,,325,0.3,,0.87,0,0,,200 
27/10/2010,Paschim Midnapore ,SABANG,MOHAR,Nimki Moharh ,PUBLIC,TW,NimkiMohar,Sabong Pallimangal Guchha Samity,DulalMajhi,,311,0.3,,0.65,0,0,,225 
27/10/2010,Paschim Midnapore ,SABANG,MOHAR,Nimki Moharh ,PUBLIC,TW,NimkiMohar,Sabong Pallimangal Guchha Samity,LalmohanMaity,,314,0.3,,0,0,0,,245 
27/10/2010,Paschim Midnapore ,SABANG,MOHAR,Nimki Moharh ,PUBLIC,TW,NimkiMohar,Sabong Pallimangal Guchha Samity,AratiSamanta,,335,0.3,,0.08,0,0,,240 
27/10/2010,Paschim Midnapore ,SABANG,MOHAR,Nimki Moharh ,PUBLIC,TW,NimkiMohar,Sabong Pallimangal Guchha Samity,KanailalPandit,,345,0.3,,0.02,0,0,,260 
27/10/2010,Paschim Midnapore ,SABANG,MOHAR,Nimki Moharh ,PUBLIC,TW,NimkiMohar,Sabong Pallimangal Guchha Samity,BalaiJana,,302,0.3,,0.06,0,0,,225 
27/10/2010,Paschim Midnapore ,SABANG,MOHAR,Nimki Moharh ,PUBLIC,TW,NimkiMohar,Sabong Pallimangal Guchha Samity,BishnupadaMandal,,337,0.3,,0.27,0,0,,250 
27/10/2010,Paschim Midnapore ,SABANG,MOHAR,Nimki Moharh ,PUBLIC,TW,NimkiMohar,Sabong Pallimangal Guchha Samity,SurjaKantaMaji,,351,0.4,,0.08,0,0,,255 
27/10/2010,Paschim Midnapore ,SABANG,MOHAR,Nimki Moharh ,PUBLIC,TW,NimkiMohar,Sabong Pallimangal Guchha Samity,NarayanMaji,,325,0.3,,1.27,0,0,,250 
27/10/2010,Paschim Midnapore ,SABANG,MOHAR,Nimki Moharh ,PUBLIC,TW,NimkiMohar,Sabong Pallimangal Guchha Samity,AkadoshiSantra,,371,0.4,,0.29,0,0,,260 
27/10/2010,Paschim Midnapore ,SABANG,MOHAR,Nimki Moharh ,PUBLIC,TW,NimkiMohar,Sabong Pallimangal Guchha Samity,KhasmahalPrimarySchool,,328,0.3,,0.09,0,0,,240 
13/10/2010,Paschim Midnapore ,SABANG,CHAULKURI,Parashpur,PUBLIC,TW,Paraspur,Sabong Pallimangal Guchha Samity,PulinBihariMaji,,249,0.2,,0,0,0,7.39,255 
13/10/2010,Paschim Midnapore ,SABANG,CHAULKURI,Parashpur,PUBLIC,TW,Paraspur,Sabong Pallimangal Guchha Samity,DhirenDas,,230,0.2,,0,0,0,7.35,235 
13/10/2010,Paschim Midnapore ,SABANG,CHAULKURI,Uttar Erhal ,PUBLIC,TW,Eral,Sabong Pallimangal Guchha Samity,BijayGantait,,233,0.2,,0.26,0,0,7.17,290 
13/10/2010,Paschim Midnapore ,SABANG,CHAULKURI,Uttar Erhal ,PUBLIC,TW,Eral,Sabong Pallimangal Guchha Samity,MangobindaMaiti,,258,0.3,,0.46,0,0,7.16,265 
13/10/2010,Paschim Midnapore ,SABANG,CHAULKURI,Kharika ,PUBLIC,TW,Kharika,Sabong Pallimangal Guchha Samity,BiswajitMaji,,229,0.2,,0.01,23,0,7.22,235 
13/10/2010,Paschim Midnapore ,SABANG,CHAULKURI,Parashpur,PUBLIC,TW,Paraspur,Sabong Pallimangal Guchha Samity,PrimarySchool-Paraspur,,232,0.2,,0.92,33,0,7.26,270 
13/10/2010,Paschim Midnapore ,SABANG,CHAULKURI,Parashpur,PUBLIC,TW,Paraspur,Sabong Pallimangal Guchha Samity,MadanMohanMandal,,243,0.2,,0.55,0,0,7.39,270 
13/10/2010,Paschim Midnapore ,SABANG,CHAULKURI,Parashpur,PUBLIC,TW,Paraspur,Sabong Pallimangal Guchha Samity,SkAbulOhab,,258,0.3,,0.27,17,0,7.41,275 
13/10/2010,Paschim Midnapore ,SABANG,CHAULKURI,Parashpur,PUBLIC,TW,Paraspur,Sabong Pallimangal Guchha Samity,SanatanJana,,251,0.2,,0.65,0,0,7.37,255 
13/10/2010,Paschim Midnapore ,SABANG,CHAULKURI,Kharika ,PUBLIC,TW,Kharika,Sabong Pallimangal Guchha Samity,GourangaJana,,234,0.2,,0.98,0,0,7.31,265 
8/10/2010,Paschim Midnapore ,SABANG,BALPAI,Bauncha ,PUBLIC,TW,Benucha,Sabong Pallimangal Guchha Samity,RadhanathSansmal,,278,0.3,,0,0,0,7.61,285 
8/10/2010,Paschim Midnapore ,SABANG,BALPAI,Bauncha ,PUBLIC,TW,Benucha,Sabong Pallimangal Guchha Samity,GopalMandal,,224,0.2,,0.002,0,0,7.6,230 
8/10/2010,Paschim Midnapore ,SABANG,BALPAI,Bauncha ,PUBLIC,TW,Benucha,Sabong Pallimangal Guchha Samity,BenuchaHarijanPalli,,288,0.3,,0.007,0,0,7.38,270 
8/10/2010,Paschim Midnapore ,SABANG,BALPAI,Bauncha ,PUBLIC,TW,Benucha,Sabong Pallimangal Guchha Samity,MadanSamanta,,285,0.3,,0.0002,50,0,7.72,190 
8/10/2010,Paschim Midnapore ,SABANG,BALPAI,Peruya,PUBLIC,TW,Perua,Sabong Pallimangal Guchha Samity,GourangaMaiti,,271,0.3,,0.026,50,0,7.49,320 
8/10/2010,Paschim Midnapore ,SABANG,BALPAI,Peruya,PUBLIC,TW,Perua,Sabong Pallimangal Guchha Samity,TarunSamanta,,349,0.3,,0.01,0,0,7.36,390 
8/10/2010,Paschim Midnapore ,SABANG,BALPAI,Peruya,PUBLIC,TW,Perua,Sabong Pallimangal Guchha Samity,ChandanMahapatra,,324,0.3,,0.001,0,0,7.54,225 
8/10/2010,Paschim Midnapore ,SABANG,BALPAI,Peruya,PUBLIC,TW,Perua,Sabong Pallimangal Guchha Samity,RatanNayek,,356,0.4,,0.02,0,0,7.58,225 
8/10/2010,Paschim Midnapore ,SABANG,BALPAI,Peruya,PUBLIC,TW,Perua,Sabong Pallimangal Guchha Samity,ChandanPramanic,,288,0.3,,1.03,0,0,7.7,250 
8/10/2010,Paschim Midnapore ,SABANG,BALPAI,Peruya,PUBLIC,TW,Perua,Sabong Pallimangal Guchha Samity,PeruaBasicSchool,,333,0.3,,0.008,0,0,7.61,190 
3/10/2010,Paschim Midnapore ,SABANG,BISHNUPUR,Madhabchak ,PUBLIC,TW,Madhabchak,Sabong Pallimangal Guchha Samity,BishnupurHighSchool,,288,0.3,,0,23,0,8.37,240 
3/10/2010,Paschim Midnapore ,SABANG,BISHNUPUR,Madhabchak ,PUBLIC,TW,Madhabchak,Sabong Pallimangal Guchha Samity,BishnupurG.P.Office,,281,0.3,,0.01,0,0,8.13,220 
3/10/2010,Paschim Midnapore ,SABANG,BISHNUPUR,Madhabchak ,PUBLIC,TW,Madhabchak,Sabong Pallimangal Guchha Samity,BishnupurHighSchool(S),,2035,2.2,,0.19,0,0,7.19,1650 
3/10/2010,Paschim Midnapore ,SABANG,BISHNUPUR,Madhabchak ,PUBLIC,TW,Madhabchak,Sabong Pallimangal Guchha Samity,MadhabchakUttarParaSubcentre,,311,0.3,,0,0,0,8.48,265 
3/10/2010,Paschim Midnapore ,SABANG,BISHNUPUR,Madhabchak ,PUBLIC,TW,Madhabchak,Sabong Pallimangal Guchha Samity,NikhilBarman,,307,0.3,,0.14,30,0,7.89,250 
3/10/2010,Paschim Midnapore ,SABANG,BISHNUPUR,Madhabchak ,PUBLIC,TW,Madhabchak,Sabong Pallimangal Guchha Samity,Dharampota,,352,0.3,,0.1,26,0,7.94,260 
3/10/2010,Paschim Midnapore ,SABANG,BISHNUPUR,Madhabchak ,PUBLIC,TW,Madhabchak,Sabong Pallimangal Guchha Samity,MihirMaity,,276,0.3,,0.02,42,0,7.95,240 
3/10/2010,Paschim Midnapore ,SABANG,BISHNUPUR,Madhabchak ,PUBLIC,TW,Madhabchak,Sabong Pallimangal Guchha Samity,KalonPara,,623,0.6,,0.06,50,0,7.89,440 
3/10/2010,Paschim Midnapore ,SABANG,BISHNUPUR,Madhabchak ,PUBLIC,TW,Madhabchak,Sabong Pallimangal Guchha Samity,NaniGhorai,,310,0.3,,0.02,0,0,8.45,280 
28/9/2010,Paschim Midnapore ,SABANG,BALPAI,Bauncha ,PUBLIC,TW,Benucha,Sabong Pallimangal Guchha Samity,Kalimandir(Benucha),,301,0.3,,0.22,0,0,7.56,235 
28/9/2010,Paschim Midnapore ,SABANG,DASHGRAM,Masagram ,PUBLIC,TW,Manasagram,Sabong Pallimangal Guchha Samity,KhokanMaity,,282,0.3,,0.23,26,0,7.56,180 
28/9/2010,Paschim Midnapore ,SABANG,DASHGRAM,Masagram ,PUBLIC,TW,Manasagram,Sabong Pallimangal Guchha Samity,SitalaMandir,,207,0.2,,0,0,0,7.56,235 
28/9/2010,Paschim Midnapore ,SABANG,DASHGRAM,Masagram ,PUBLIC,TW,Manasagram,Sabong Pallimangal Guchha Samity,RaghuGhorai,,192,0.2,,0,70,0,7.5,215 
28/9/2010,Paschim Midnapore ,SABANG,BALPAI,Shaliada ,PUBLIC,TW,Saliara,Sabong Pallimangal Guchha Samity,MantuCharanMaiti,,271,0.3,,0,17,0,7.44,205 
28/9/2010,Paschim Midnapore ,SABANG,BALPAI,Shaliada ,PUBLIC,TW,Saliara,Sabong Pallimangal Guchha Samity,ManmathaJana,,309,0.3,,0.08,0,0,7.38,285 
28/9/2010,Paschim Midnapore ,SABANG,BALPAI,Shaliada ,PUBLIC,TW,Saliara,Sabong Pallimangal Guchha Samity,GourhariDhal,,372,0.4,,0.04,60,0,7.44,250 
28/9/2010,Paschim Midnapore ,SABANG,BALPAI,Shaliada ,PUBLIC,TW,Saliara,Sabong Pallimangal Guchha Samity,MadanMohanMat,,311,0.3,,0.02,1601,0,7.46,260 
28/9/2010,Paschim Midnapore ,SABANG,BALPAI,Shaliada ,PUBLIC,TW,Saliara,Sabong Pallimangal Guchha Samity,KrittibasJana,,311,0.3,,0,0,0,7.4,235 
28/9/2010,Paschim Midnapore ,SABANG,BALPAI,Shaliada ,PUBLIC,TW,Saliara,Sabong Pallimangal Guchha Samity,GourhariGantait,,305,0.3,,0,0,0,7.54,255 
28/9/2010,Paschim Midnapore ,SABANG,BALPAI,Shaliada ,PUBLIC,TW,Saliara,Sabong Pallimangal Guchha Samity,SaliaraPrimarySchool,,319,0.3,,0,0,0,7.47,235 
28/9/2010,Paschim Midnapore ,SABANG,DASHGRAM,Masagram ,PUBLIC,TW,Manasagram,Sabong Pallimangal Guchha Samity,BarenMandel,,181,0.2,,0,22,0,7.38,185 
28/9/2010,Paschim Midnapore ,SABANG,NAWGAON,Khunkhunya,PUBLIC,TW,Khunkhunia,Sabong Pallimangal Guchha Samity,GurupadaJana,,287,0.3,,0.21,0,0,7.58,265 
28/9/2010,Paschim Midnapore ,SABANG,BALPAI,Bauncha ,PUBLIC,TW,Benucha,Sabong Pallimangal Guchha Samity,BenuchaPrimarySchool,,301,0.3,,1.08,30,0,7.44,240 
28/9/2010,Paschim Midnapore ,SABANG,DASHGRAM,Masagram ,PUBLIC,TW,Manasagram,Sabong Pallimangal Guchha Samity,AnilJana,,169,0.2,,0,0,0,7.44,190 
28/9/2010,Paschim Midnapore ,SABANG,DASHGRAM,Masagram ,PUBLIC,TW,Manasagram,Sabong Pallimangal Guchha Samity,RathiBera,,189,0.2,,0,1601,0,7.52,200 
28/9/2010,Paschim Midnapore ,SABANG,DASHGRAM,Masagram ,PUBLIC,TW,Manasagram,Sabong Pallimangal Guchha Samity,SudhansuJana,,289,0.3,,0,0,0,7.61,145 
28/9/2010,Paschim Midnapore ,SABANG,DASHGRAM,Masagram ,PUBLIC,TW,Manasagram,Sabong Pallimangal Guchha Samity,AsokMaity,,184,0.2,,0,0,0,7.2,205 
28/9/2010,Paschim Midnapore ,SABANG,NAWGAON,Banhola,PUBLIC,TW,Banhala,Sabong Pallimangal Guchha Samity,DurgapadaPaul,,278,0.3,,0.26,0,0,7.4,250 
28/9/2010,Paschim Midnapore ,SABANG,NAWGAON,Banhola,PUBLIC,TW,Banhala,Sabong Pallimangal Guchha Samity,JugalKaran,,204,0.2,,0.86,0,0,7.52,255 
28/9/2010,Paschim Midnapore ,SABANG,NAWGAON,Banhola,PUBLIC,TW,Banhala,Sabong Pallimangal Guchha Samity,BanhalaPrimarySchool,,288,0.3,,0.62,80,0,7.55,250 
28/9/2010,Paschim Midnapore ,SABANG,NAWGAON,Chakkhunkhunya,PUBLIC,TW,ChakKhunkhunia,Sabong Pallimangal Guchha Samity,ChakKhunkhuniaPrimarySchool,,223,0.2,,1.14,17,0,7.56,255 
28/9/2010,Paschim Midnapore ,SABANG,NAWGAON,Khunkhunya,PUBLIC,TW,Khunkhunia,Sabong Pallimangal Guchha Samity,ManikSana,,223,0.2,,0.49,11,0,7.57,235 
28/9/2010,Paschim Midnapore ,SABANG,NAWGAON,Khunkhunya,PUBLIC,TW,Khunkhunia,Sabong Pallimangal Guchha Samity,TarunSing,,234,0.2,,1.28,140,0,7.4,255 
28/9/2010,Paschim Midnapore ,SABANG,NAWGAON,Khunkhunya,PUBLIC,TW,Khunkhunia,Sabong Pallimangal Guchha Samity,LakmikantaPari,,276,0.3,,0.23,23,0,7.53,290 
28/9/2010,Paschim Midnapore ,SABANG,NAWGAON,Khunkhunya,PUBLIC,TW,Khunkhunia,Sabong Pallimangal Guchha Samity,SukumarShit,,288,0.3,,0.04,11,0,7.29,220 
28/9/2010,Paschim Midnapore ,SABANG,BALPAI,Tilantapara ,PUBLIC,TW,Tilantapara,Sabong Pallimangal Guchha Samity,SarbodayKendra,,285,0.3,,0.5,220,0,7.62,225 
